,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),1,7,10,0,5,0,0,0,19,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Speed limit (30km/h),49,98,89,4,35,3,0,0,175,28,13,0,1,0,0,181,1,0,0,2,2,0,0,2,0,1,3,0,0,0,1,2,0,0,0,12,0,1,14,0,0,2,1
Speed limit (50km/h),26,95,95,2,28,5,0,0,224,36,60,0,1,0,0,75,2,0,0,4,1,0,0,2,0,0,6,5,0,0,0,1,2,0,0,60,1,1,15,0,0,0,3
Speed limit (60km/h),0,16,21,10,16,11,5,0,239,0,19,0,0,0,0,86,7,0,0,0,0,0,0,0,2,0,0,2,2,0,1,1,1,0,0,10,1,0,0,0,0,0,0
Speed limit (70km/h),21,9,34,9,33,12,18,0,289,8,54,0,1,3,0,110,0,0,0,5,2,2,0,2,0,1,6,2,3,0,0,2,1,0,0,20,3,1,4,1,1,1,2
Speed limit (80km/h),5,63,68,4,64,13,0,0,239,10,36,0,0,0,0,91,1,0,0,3,1,1,3,0,0,1,2,7,0,1,0,1,0,0,1,10,1,0,4,0,0,0,0
End of speed limit (80km/h),0,0,0,0,0,3,71,0,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,29,0,0,19,11,0,0,0,0,3,0
Speed limit (100km/h),0,8,8,19,37,5,0,0,230,0,20,0,0,0,0,116,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0
Speed limit (120km/h),0,11,6,6,37,7,0,0,227,3,19,0,0,2,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1
No passing,0,24,5,0,6,2,1,0,55,153,72,0,0,0,0,49,37,0,0,31,1,4,1,0,0,0,4,15,5,0,0,0,0,0,0,8,0,0,0,0,0,6,1
No passing for vehicles over 3.5 metric tons,0,9,0,11,3,1,1,0,24,1,492,1,0,4,0,28,4,0,0,30,0,2,0,4,0,0,2,13,1,0,0,5,0,0,0,24,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,3,0,3,152,15,0,0,0,2,0,19,12,22,1,0,19,0,3,85,39,0,1,33,1,0,0,0,10,0,0,0,0,0,0,0
Priority road,1,5,3,1,0,0,5,0,5,17,2,0,506,0,0,4,5,4,0,1,0,0,0,6,0,0,3,0,1,0,1,0,1,0,0,94,2,1,0,0,1,18,3
Yield,0,3,0,0,0,0,0,0,1,0,0,0,0,629,0,1,0,1,1,2,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,71,2,0,1,0,0,2,0
Stop,18,2,2,5,1,0,24,0,1,1,0,0,1,0,137,13,1,50,0,1,1,2,0,0,0,0,3,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0
No vehicles,0,3,10,0,20,0,0,0,29,1,0,0,0,0,0,142,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,1,0,0,2,0,0,12,5,5,0,0,0,0,14,104,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
No entry,5,0,0,6,0,0,3,0,1,0,2,0,10,0,1,3,0,279,2,0,1,0,1,0,0,0,10,1,0,0,5,0,0,0,0,30,0,0,0,0,0,0,0
General caution,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,1,169,22,5,3,7,0,38,6,50,16,4,2,25,11,2,0,0,17,0,0,0,1,0,0,0
Dangerous curve to the left,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,4,24,1,0,25,0,0,4,1,2,3,16,1,0,0,0,1,0,0,0,0,0,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,44,0,0,1,1,0,0,36,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,103,0,4,0,3,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,45,13,3,0,44,0,0,6,0,0,1,3,29,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,6,0,3,0,5,0,30,1,11,0,9,4,2,10,0,0,0,3,0,0,0,0,0,0,0
Road work,0,2,2,0,3,0,0,0,8,2,9,0,0,0,0,3,4,0,3,1,3,1,3,5,0,334,33,10,2,6,38,1,0,0,0,5,0,0,0,0,2,0,0
Traffic signals,0,0,0,0,0,0,0,0,7,0,0,10,2,0,0,2,0,0,57,1,12,0,0,0,5,2,26,47,3,1,2,1,0,0,0,2,0,0,0,0,0,0,0
Pedestrians,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,3,0,5,0,0,1,1,4,14,16,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0
Children crossing,0,0,0,1,0,0,0,0,3,0,1,0,0,2,0,3,0,0,0,3,3,0,3,3,1,0,4,1,43,13,43,22,0,0,0,1,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,4,0,0,3,41,3,3,23,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,1,0,1,0,6,1,0,15,0,0,1,0,1,0,4,0,0,0,12,15,7,7,1,2,0,5,1,17,1,8,36,0,0,0,8,0,0,0,0,0,0,0
Wild animals crossing,0,0,0,2,0,3,0,0,10,0,3,0,0,0,0,1,0,0,0,50,1,3,4,1,0,0,3,1,1,0,0,180,0,0,0,7,0,0,0,0,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,0,27,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,9,2,1,0,1,0,14,0,2,158,0,2,0,0,0,16,0
Turn left ahead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,114,0,0,0,0,0,2,0
Ahead only,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,371,2,1,0,0,1,4,1
Go straight or right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,108,2,0,0,0,0,1,0
Go straight or left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,0,2,0
Keep right,3,0,0,0,0,3,2,0,13,1,0,0,0,0,0,7,0,0,0,4,2,5,1,2,0,13,12,0,5,0,9,11,5,0,0,574,9,1,0,1,1,6,0
Keep left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0
Roundabout mandatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,1,1,0,0,0,0,0
End of no passing,0,3,0,0,0,0,0,0,1,1,1,0,7,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,0
End of no passing by vehicles over 3.5 metric tons,0,0,0,0,0,0,3,0,0,0,22,0,1,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,15,0,2,0,0,0,20,17
