,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),46,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),34,643,2,0,11,10,0,3,4,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Speed limit (50km/h),7,90,543,11,25,54,0,6,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,0,0
Speed limit (60km/h),0,3,2,319,0,109,1,6,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),18,38,2,3,549,11,1,5,10,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,1,2,0,0,1,2,0,1,1,2,0,0
Speed limit (80km/h),1,54,46,17,19,434,3,20,20,0,4,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1
End of speed limit (80km/h),0,1,1,0,0,1,118,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,4,4
Speed limit (100km/h),0,5,2,5,5,39,0,329,53,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1
Speed limit (120km/h),1,2,2,2,22,34,1,38,326,1,0,0,0,0,0,1,2,1,0,0,11,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
No passing,0,0,1,2,0,0,0,0,0,462,5,0,0,0,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,4,4,1,4,0,0,1,1,612,0,3,0,1,0,1,0,1,5,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,1,2,28,0,0,0,11,1,0,26,0,0,0,0,0,0,0,0,0,2,0,0
Priority road,0,0,0,0,0,0,2,0,0,0,1,0,652,0,0,7,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,0,6,0,0,0,7,0,5,0,0,0,3
Yield,1,0,3,0,0,1,0,0,0,0,2,1,0,695,0,5,0,0,0,1,1,0,0,0,1,2,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0
Stop,0,0,0,0,0,1,0,0,0,0,0,0,2,0,262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No entry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,348,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0
