,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),3,671,30,0,6,2,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),0,36,620,17,9,55,0,2,4,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Speed limit (60km/h),0,1,2,367,0,74,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),2,22,3,2,596,9,0,10,7,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Speed limit (80km/h),0,20,10,6,1,582,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,1,0,25,121,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Speed limit (100km/h),0,0,0,1,4,24,0,335,80,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,0,0,0,4,5,0,5,426,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
No passing,0,0,0,15,0,0,0,0,0,459,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
No passing for vehicles over 3.5 metric tons,0,0,0,0,0,1,0,2,0,0,643,0,1,1,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,0,0,397,1,0,0,0,0,0,1,0,1,0,0,2,0,0,5,3,1,0,7,0,0,0,1,0,0,0,0,0,0,1,0
Priority road,0,0,1,0,2,0,0,0,1,0,0,2,668,0,0,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0
Yield,0,0,0,2,2,0,0,0,0,0,0,1,0,698,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,10,2,0,1,0,0,0,0
Stop,0,0,0,0,0,0,0,0,2,0,0,0,0,0,267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,206,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,12,0,0,2,21,0,0,0,3,2,0,0,2,0,0,8,0,306,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
General caution,1,0,1,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,312,2,1,1,0,1,6,2,11,18,16,1,1,2,0,0,0,0,0,1,1,0,3,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,11,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,1,0,10,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,3,2,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,1,0,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,108,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,10,0,0,0,6,0,4,8,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,3,51,2,3,0,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0
Road work,0,1,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,2,0,5,0,2,5,0,407,1,14,0,7,6,0,0,0,0,0,0,1,1,0,0,0,0
Traffic signals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,1,0,2,15,143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,139,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,13,0,0,4,6,0,0,0,7,7,107,1,0,0,0,0,0,0,0,0,0,0,0
Wild animals crossing,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,5,0,243,0,0,0,0,0,0,0,0,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,1,0,0,0,0,0,0,0
Turn left ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2,0,0,0,0,1,0,0
Ahead only,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,381,1,0,0,0,0,0,0
Go straight or right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
Go straight or left,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,0,0,0,0,0
Keep right,0,2,0,6,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0,2,0,0,1,0,0,1,0,14,2,23,0,623,1,0,0,1
Keep left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,87,1,0,0
Roundabout mandatory,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,81,0,0
End of no passing,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
End of no passing by vehicles over 3.5 metric tons,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,76
