,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),26,4,0,0,18,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0
Speed limit (30km/h),0,570,61,3,28,26,0,15,9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Speed limit (50km/h),0,15,660,6,8,51,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Speed limit (60km/h),0,0,1,380,0,20,0,2,0,12,2,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,0,2,7,4,0,0,0,0,9,1,1
Speed limit (70km/h),2,12,17,1,543,30,0,24,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,3,1,0,0,1,0,1,1,13,0,0
Speed limit (80km/h),0,4,17,14,1,547,0,12,6,0,1,0,0,3,3,4,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,11,0,0
End of speed limit (80km/h),0,1,2,3,0,6,127,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2
Speed limit (100km/h),0,0,10,1,1,27,0,353,15,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1
Speed limit (120km/h),4,2,3,1,2,31,2,27,339,0,3,0,0,0,4,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,2,15,0,0
No passing,0,0,0,1,0,0,0,0,0,471,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
No passing for vehicles over 3.5 metric tons,0,2,0,2,0,3,0,1,0,4,629,0,1,0,1,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,2,0,0,4,0,9,0,0,0,1,1,0,5,0,2,0,1,0,0,0,0,0,7,0,0
Priority road,0,3,0,0,2,2,0,0,1,0,0,2,620,0,0,8,0,0,0,1,0,0,0,3,0,0,14,0,1,4,16,0,3,0,1,0,0,0,9,0,0,0,0
Yield,0,0,0,2,0,0,0,0,3,0,0,0,0,700,1,0,0,0,0,0,0,0,0,1,1,4,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0
Stop,0,0,1,6,1,0,0,0,0,0,0,0,0,0,253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0
