,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),43,10,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),4,684,6,0,14,0,0,1,1,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),2,57,677,5,1,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,0,1,404,0,37,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
Speed limit (70km/h),4,17,6,1,599,8,0,4,3,3,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
Speed limit (80km/h),0,31,24,20,9,519,2,15,1,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,10,0,3,129,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
Speed limit (100km/h),1,14,4,0,7,12,0,360,42,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),2,0,2,1,3,3,0,6,418,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
No passing,0,0,1,2,0,0,0,0,0,467,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,1,0,0,2,10,0,0,2,4,632,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,2,0,0,0,0,1,0,0,0,0,408,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,0,0,1,0,3,0,0,1,9,2,3,640,2,0,6,0,0,6,1,0,0,0,0,1,1,2,0,2,3,1,0,2,0,1,0,0,0,0,0,0,0,3
Yield,0,0,0,1,0,0,0,0,0,1,0,0,0,711,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Stop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,9,2,0,1,0,0,0,0,0,0,0,0,2,0,193,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
No entry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,0,0,0,0,1,0,0,2,4,0,0,11,0,0,0,0,0,0,326,1,5,0,1,0,3,3,13,3,6,2,0,6,0,0,0,1,0,0,1,0,1,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,73,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0
Double curve,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,29,1,23,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,95,0,0,0,8,1,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,103,17,0,0,3,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,11,1,0,0,0,1,62,1,3,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Road work,1,0,0,0,0,0,1,1,3,3,0,22,0,3,0,0,0,0,22,0,1,1,0,0,0,395,4,9,9,0,0,0,0,0,0,0,0,0,1,0,0,4,0
Traffic signals,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,6,0,0,12,150,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7,0,0,3,0,0,1,4,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Children crossing,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2,2,2,0,0,0,0,0,0,0,0,0,1,0
Bicycles crossing,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,3,77,0,0,0,0,0,0,1,0,0,0,0,0,0
Beware of ice/snow,0,1,0,0,0,0,0,1,1,0,0,32,1,0,0,0,0,0,0,1,8,0,4,0,5,1,2,1,1,1,84,4,0,0,0,0,0,0,1,1,0,0,0
Wild animals crossing,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,0,5,1,0,0,3,0,0,1,0,248,0,0,0,0,0,0,0,0,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,2,0,0,0
Turn left ahead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0
Ahead only,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,383,0,0,0,0,0,0,0
Go straight or right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,0,0,0,0
Go straight or left,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0
Keep right,1,1,1,1,1,0,1,0,2,0,1,0,1,8,0,1,0,1,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,5,4,1,0,654,0,0,0,0
Keep left,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,1,0,0
Roundabout mandatory,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,0,0
End of no passing,0,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,40,0
End of no passing by vehicles over 3.5 metric tons,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83
