,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),44,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),4,652,34,5,4,6,0,1,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Speed limit (50km/h),2,18,670,26,3,19,0,1,0,5,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,13,10,401,1,18,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),8,61,18,5,534,8,0,3,4,0,0,0,0,0,0,2,2,1,0,3,1,0,0,0,3,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
Speed limit (80km/h),1,28,46,31,11,486,0,15,4,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,6,0,0,2,123,1,1,3,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0
Speed limit (100km/h),0,8,9,11,4,34,3,349,18,3,1,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Speed limit (120km/h),0,0,6,1,4,20,12,41,351,5,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No passing,0,0,0,24,0,0,0,1,0,452,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,4,9,0,7,0,6,1,5,601,1,0,0,0,0,0,0,0,2,3,0,0,5,0,6,1,0,0,0,4,3,0,1,0,0,1,0,0,0,0,0,0
Right-of-way at the next intersection,0,1,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,2,0,0,0,1,11,1,0,0,32,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,1,3,0,0,0,0,1,0,4,0,4,617,14,0,6,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,12,0,0,1,2,0,17,0,2,0,0
Yield,0,0,0,0,0,0,0,0,0,0,0,0,1,706,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0
Stop,0,6,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,202,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
No entry,0,43,3,4,0,0,0,0,2,3,0,0,0,0,9,20,0,262,0,1,0,0,4,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
General caution,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,1,0,261,1,1,0,8,0,5,13,46,22,3,9,7,0,0,0,0,0,1,0,1,0,0,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,2,4,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,44,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,110,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,7,1,0,0,125,2,0,1,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,68,0,3,5,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Road work,0,0,2,0,1,0,0,0,0,1,0,17,0,0,0,0,0,0,12,0,0,0,0,1,0,424,4,12,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0
Traffic signals,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,6,0,4,0,5,5,153,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,131,8,3,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,3,0,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,0,0,1,0,1,2,0,25,1,0,1,1,0,0,0,2,6,0,0,16,9,0,1,0,5,1,72,6,0,0,0,0,0,0,0,0,0,0,0
