,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),31,660,5,0,9,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Speed limit (50km/h),1,49,657,2,6,7,0,1,0,0,0,0,0,1,2,21,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,0,8,406,0,23,0,0,0,1,3,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Speed limit (70km/h),9,37,9,2,564,13,0,5,5,0,2,0,0,3,0,3,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Speed limit (80km/h),1,12,39,13,5,542,0,3,2,0,5,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
End of speed limit (80km/h),0,1,0,0,0,15,117,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,10
Speed limit (100km/h),1,6,1,13,4,29,0,374,16,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Speed limit (120km/h),2,1,2,2,1,3,0,6,420,0,0,0,0,8,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,0,4,0,0,0,0,0,445,8,0,0,0,0,0,0,0,0,18,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,0,0,2,0,1,1,0,619,0,0,2,0,0,0,0,0,1,25,0,0,4,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,0,0,0,0,0,1,0,0,0,0,349,0,0,0,0,0,0,1,3,0,0,1,0,10,0,11,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,1,1,0,0,0,1,0,0,0,1,0,0,673,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,3,1,0,0,1,0,0
Yield,0,0,0,0,0,0,0,0,0,0,0,1,1,715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,3,0,2,0,0,0,0,0,0,1,0,0,1,0,1,200,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,322,0,0,4,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
General caution,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,4,2,2,1,0,22,11,22,7,6,4,5,0,0,0,1,0,0,0,2,0,3,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,2,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,73,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0
Double curve,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,52,0,5,0,5,0,0,1,0,6,4,0,1,0,0,0,0,0,0,0,0,3
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,114,18,1,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,2,0,0,0,1,61,3,3,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Road work,0,0,0,0,0,0,0,0,0,4,1,17,0,0,0,0,0,0,13,0,5,1,0,2,0,414,1,5,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0
Traffic signals,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,20,150,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,30,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,14,3,1,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,83,0,1,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,4,0,5,5,3,0,0,4,24,85,8,0,0,0,0,0,0,0,0,0,0,0
Wild animals crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,8,0,252,0,0,0,0,0,0,0,0,0,0,0
