,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),37,6,0,0,8,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Speed limit (30km/h),8,651,15,0,17,21,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Speed limit (50km/h),0,27,631,4,24,38,3,12,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0
Speed limit (60km/h),0,1,1,351,0,66,0,12,1,5,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1
Speed limit (70km/h),4,23,6,1,593,3,0,16,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Speed limit (80km/h),0,4,5,10,4,557,0,21,15,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
End of speed limit (80km/h),0,0,0,2,0,5,120,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,4,3,2
Speed limit (100km/h),0,1,0,2,3,9,0,424,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
Speed limit (120km/h),0,0,0,0,8,10,0,45,365,1,1,0,0,0,0,1,0,0,0,0,13,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
No passing,0,0,0,11,0,1,0,0,0,452,3,0,0,0,0,0,5,0,0,3,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,1,2,0,0,2,0,4,643,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,0,0,364,2,0,0,0,2,0,5,0,5,0,0,7,1,1,0,4,2,2,22,0,0,1,0,0,0,0,0,0,1,1,0
Priority road,0,1,1,0,0,0,24,0,0,0,1,5,621,0,1,1,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,19,0,0,0,4,0,0,0,3,1,0
Yield,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,1,1,2,0,0,0,0,6,0,0,1,1,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,16,1,0,0,0,0,0,0,0,1,13,0,0,320,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0
General caution,0,0,1,0,1,0,0,4,0,0,0,11,0,0,1,0,0,0,314,0,5,7,0,0,1,13,15,3,2,1,2,6,1,0,0,0,0,0,0,0,2,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,7,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,42,0,31,0,0,1,0,0,0,0,3,0,0,2,0,0,0,3,0,2,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,3,0,0,6,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0
