,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),23,3,0,0,28,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),5,626,21,1,33,11,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,6,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0
Speed limit (50km/h),1,46,639,17,1,23,0,6,6,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0
Speed limit (60km/h),0,3,14,372,0,30,1,2,3,2,0,0,0,1,0,4,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,9,1,0,0,0,0,0,0,0
Speed limit (70km/h),1,32,5,1,573,11,0,4,15,4,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,1,0,1,0,0,0
Speed limit (80km/h),1,40,26,19,39,470,0,4,6,4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,11,0,0,0,1,0,1,0,0
End of speed limit (80km/h),2,1,2,2,3,3,115,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,3,3
Speed limit (100km/h),0,19,4,9,3,17,0,325,42,3,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,2,0,0,0,0,1,1,0,0
Speed limit (120km/h),0,2,2,1,0,10,0,12,392,2,1,0,0,4,0,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,5,1,0,0,0,0,0,0,0
No passing,0,1,1,10,0,0,0,0,0,436,0,0,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,2,0,0,0,0,0,0,1
No passing for vehicles over 3.5 metric tons,0,5,1,3,0,5,0,0,2,8,614,0,0,0,0,0,8,0,0,0,7,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,1,0,0,0,0,1,0,0,0,0,0,384,0,0,0,0,0,0,0,1,0,5,0,5,0,0,0,5,2,0,14,0,0,0,0,0,0,0,0,0,0,1,1
