,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),30,2,0,0,6,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),40,572,50,0,20,8,0,7,15,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),1,42,531,5,37,83,0,44,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,1,1,369,1,54,0,6,4,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Speed limit (70km/h),4,18,10,3,583,9,1,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,1,2,0,0,0,3,0,0,1
Speed limit (80km/h),0,4,40,30,59,454,0,22,9,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1
End of speed limit (80km/h),0,1,0,0,0,19,116,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
Speed limit (100km/h),0,1,2,6,12,14,1,335,58,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,2,0,0,0
Speed limit (120km/h),0,0,0,2,13,8,0,25,372,10,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,9,1,1,0,0,0,0,0
No passing,0,0,1,7,0,6,0,0,1,444,3,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,0,1,2,0,1,0,3,612,0,0,0,2,0,1,1,0,3,2,0,0,2,1,4,0,1,1,1,1,14,0,0,0,0,0,1,0,1,0,0,5
Right-of-way at the next intersection,0,1,0,0,0,2,0,0,0,0,0,374,0,0,0,0,0,0,2,1,4,0,3,11,1,2,4,3,0,0,6,1,2,0,3,0,0,0,0,0,0,0,0
Priority road,0,3,3,0,10,1,0,5,15,1,2,0,612,2,0,15,0,0,0,0,1,1,0,2,0,0,6,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,6
Yield,0,0,0,1,0,0,0,0,1,2,0,0,1,705,0,4,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stop,0,1,7,1,0,3,0,0,0,0,0,0,0,0,223,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,10,0,0,10,4,0,1,2,0,0,0,0,0,0,181,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,354,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,1,0,0,0,4,1,0,0,0,0,0,3,0,0,0,1,0,0,284,3,2,1,2,0,7,1,53,13,0,2,6,3,0,0,1,0,0,0,0,0,1,0,1
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1,11,1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,17,0,18,2,23,5,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,94,1,1,0,5,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,2,1,96,3,6,2,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,66,0,4,2,1,3,3,3,0,0,0,0,0,0,1,0,0,0,0
Road work,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,1,2,3,23,0,2,5,6,384,5,17,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0
Traffic signals,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,11,0,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,14,0,0,5,5,0,28,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,1,0,0,124,3,5,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,15,0,2,0,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,6,2,1,8,3,0,4,0,3,13,85,12,0,0,2,0,0,0,0,0,0,0,0
