,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),32,20,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),7,672,31,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),2,32,689,1,9,1,3,3,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Speed limit (60km/h),0,0,1,425,0,12,0,2,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),5,49,19,3,561,2,0,10,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Speed limit (80km/h),0,6,45,39,9,475,0,17,29,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,1,0,0,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,14,2,0,0,15
Speed limit (100km/h),0,2,0,1,2,14,0,388,35,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,0,2,3,15,1,0,9,416,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,0,8,0,0,0,0,0,468,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,1,2,5,0,2,0,0,637,0,1,1,0,0,0,1,0,1,1,0,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,5,0,0,0,0,0,0,0,0,0,386,0,0,0,0,3,0,2,0,0,1,1,7,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,1,14,1,0,0,0,0,0,1,0,2,651,0,0,6,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
Yield,0,0,0,1,0,0,0,0,0,0,0,1,0,714,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,7,0,0,21,0,0,0,0,0,0,0,1,0,1,0,0,325,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,0,1,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,326,2,0,0,0,2,6,10,4,11,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,74,0,0,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,1,0,3,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
