,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),4,35,0,0,1,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),10,594,64,3,11,7,0,14,6,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),2,17,677,3,14,11,0,12,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,0,0,391,0,45,0,1,2,3,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),7,38,6,4,546,12,0,2,25,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0
Speed limit (80km/h),0,3,46,19,15,466,0,31,24,6,6,0,1,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,21,0,0,5,29
Speed limit (100km/h),0,5,1,0,4,17,0,357,48,13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,7,6,2,20,16,0,11,364,15,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,0,8,0,0,0,0,0,459,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,2,3,1,0,2,0,2,623,1,1,0,0,0,0,0,0,0,14,0,0,0,0,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,3,1,0,2,0,2,1,1,1,7,7,0,21,0,1,0,0,0,0,0,0,0,0,0,0
Priority road,0,1,8,0,9,0,0,0,0,0,4,2,621,2,4,10,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,20,0,0,1,1,0,1,0,0,1,0
Yield,0,0,0,2,0,0,0,0,0,5,1,1,0,700,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,2,2,0,11,0,0,0,2,7,0,0,0,0,0,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,13,0,0,22,0,0,0,0,0,0,0,1,0,22,0,0,293,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,1,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,286,29,0,0,0,1,12,1,24,13,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,6,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,65,0,0,0,0,0,1,0,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,39,0,6,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,106,0,0,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,6,0,0,88,14,2,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,2,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,10,1,1,0,0,3,47,2,0,3,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0
Road work,0,0,7,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,10,2,22,0,4,7,0,374,1,5,4,0,27,5,0,0,0,0,0,2,0,0,1,0,0
Traffic signals,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,4,0,0,0,0,1,161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,1,0,0,124,4,9,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,0,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,1,2,0,0,1,1,0,6,0,0,0,0,0,0,0,0,10,0,0,4,9,0,0,0,34,0,70,10,1,0,0,0,0,0,1,0,0,0,0
Wild animals crossing,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,2,0,0,0,14,0,235,0,1,0,0,0,0,0,0,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,2,0,1,0,0,0,0
Turn left ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,2,0,0,0,0
Ahead only,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,373,0,0,0,2,0,0,0
Go straight or right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,4,0,0,1,0
Go straight or left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52,0,3,1,0,0
Keep right,0,0,0,5,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,670,0,6,0,0
Keep left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,79,1,0,0
Roundabout mandatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,83,0,0
End of no passing,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0
End of no passing by vehicles over 3.5 metric tons,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,54
