,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),13,29,9,2,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),3,631,56,0,8,4,0,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),1,29,692,7,7,1,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,3,1,410,0,26,0,3,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Speed limit (70km/h),8,56,20,1,536,3,0,12,11,1,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0
Speed limit (80km/h),0,9,37,51,4,483,0,17,16,4,2,0,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,2,21
Speed limit (100km/h),0,2,5,16,2,24,0,375,19,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,2,12,10,24,18,0,22,351,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No passing,0,0,1,7,0,0,0,0,0,463,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,1,2,1,0,3,0,1,625,0,0,3,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,1,3,0,0,0,0,6,0,0,1,0,0,0,0
Right-of-way at the next intersection,0,0,2,0,0,0,0,0,0,0,0,366,0,0,0,0,1,0,3,0,0,0,0,8,2,0,0,6,2,0,29,0,1,0,0,0,0,0,0,0,0,0,0
Priority road,0,1,6,1,1,0,1,0,0,0,0,1,629,1,2,9,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,1,0,22,0,0,1,2
Yield,0,0,0,2,0,0,0,0,1,0,0,0,0,705,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,4,20,1,10,1,0,0,0,1,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,27,0,0,0,0,0,0,0,1,1,19,0,0,305,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,1,1,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,320,0,0,3,0,3,21,1,9,17,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,83,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,3,0,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,8,2,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,113,13,0,0,0,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,3,45,1,0,9,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0
Road work,0,0,1,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,9,5,0,0,0,9,2,392,0,3,6,7,2,7,0,0,0,0,0,0,0,1,0,0,0
