,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),0,40,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Speed limit (30km/h),0,404,0,0,2,0,6,0,230,17,0,0,0,0,1,1,16,5,0,0,0,0,0,0,0,2,0,0,3,0,5,0,0,0,0,26,0,0,0,2,0,0,0
Speed limit (50km/h),0,317,0,0,0,0,6,0,342,4,0,0,0,1,25,3,11,0,1,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,24,0,1,0,1,0,0,0
Speed limit (60km/h),0,68,0,0,0,0,1,0,298,12,0,0,0,0,19,5,27,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,1
Speed limit (70km/h),0,137,0,0,0,0,16,0,386,2,1,0,1,2,34,12,21,3,0,0,0,0,0,0,0,2,0,0,5,0,2,0,0,0,0,31,2,1,0,1,0,0,1
Speed limit (80km/h),0,241,0,0,0,0,2,0,308,5,0,0,1,1,7,7,18,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,26,0,1,0,0,0,0,1
End of speed limit (80km/h),0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,1,0,0,0
Speed limit (100km/h),0,132,0,0,0,0,1,0,233,5,1,0,8,0,17,14,11,1,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,16,1,0,0,1,0,0,3
Speed limit (120km/h),0,113,0,0,1,0,0,0,239,2,4,0,5,4,26,13,9,2,0,0,0,0,0,1,0,3,0,0,4,0,10,0,0,0,0,14,0,0,0,0,0,0,0
No passing,0,0,0,0,0,0,1,0,80,310,1,0,0,6,11,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
