,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),5,39,5,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Speed limit (30km/h),26,481,158,1,5,1,0,15,14,0,0,0,0,1,0,11,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),12,26,652,1,14,2,0,18,9,1,0,0,0,4,0,6,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),5,0,0,394,0,11,6,11,11,5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Speed limit (70km/h),44,17,34,0,453,1,0,15,72,2,0,0,0,6,0,8,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Speed limit (80km/h),1,4,74,57,2,380,1,52,25,4,15,1,0,2,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
End of speed limit (80km/h),0,0,1,5,0,11,85,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,10,29
Speed limit (100km/h),0,2,14,14,0,8,0,341,53,12,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),12,0,51,9,0,8,0,37,314,4,1,0,0,5,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,0,23,2,0,0,5,0,439,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,4,3,1,0,4,0,1,623,1,1,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2
Right-of-way at the next intersection,0,0,0,0,0,0,0,1,0,1,0,346,0,0,1,0,3,0,3,1,0,3,0,26,0,5,0,6,5,0,17,0,0,0,0,0,0,0,0,0,0,1,1
Priority road,0,1,17,0,0,0,0,0,0,0,13,0,599,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,2,4,0,21,0,0,0,16
Yield,0,0,0,0,0,0,0,0,1,0,3,0,0,705,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,1,23,0,4,1,0,0,0,1,0,0,0,1,0,177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vehicles over 3.5 metric tons prohibited,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,21,14,0,20,0,0,0,14,0,0,0,4,0,28,0,0,254,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,0,1,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,221,19,0,7,0,16,13,4,42,31,13,2,3,6,0,0,0,0,0,0,1,0,0,0,3
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,5,1,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,61,0,0,16,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,0,9,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,83,2,0,1,2,0,4,6,8,1,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,108,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,1,0,4,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,1,3,0,0,12,44,0,2,0,1,11,0,0,0,0,0,2,0,0,0,0,1,0,1
Road work,0,0,0,0,3,0,0,4,0,3,0,30,0,0,0,0,0,0,14,15,2,0,0,23,8,359,1,1,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0
Traffic signals,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,3,0,0,1,0,1,169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
