,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),9,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),15,602,68,1,5,2,0,8,7,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),5,59,628,3,24,14,0,9,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,1,0,389,0,42,0,2,4,1,2,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Speed limit (70km/h),7,57,8,1,516,7,0,4,40,0,0,1,0,4,0,2,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Speed limit (80km/h),0,8,41,14,6,516,0,7,21,4,2,0,1,0,0,3,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,0,0,20,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,10,11
Speed limit (100km/h),0,2,8,1,3,37,0,325,64,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Speed limit (120km/h),3,7,12,0,1,21,0,10,387,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,0,27,0,0,0,0,0,446,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,9,2,5,0,3,0,1,623,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0
Right-of-way at the next intersection,0,1,0,0,0,0,0,1,0,0,0,365,0,0,0,0,2,0,3,0,0,0,0,22,3,1,0,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,2,2,0,7,0,10,0,0,0,4,15,599,0,2,4,0,0,1,0,2,0,0,1,0,1,0,0,0,0,2,0,2,0,0,2,0,0,33,0,0,0,1
Yield,2,0,0,0,1,0,0,0,1,1,0,0,0,693,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0
Stop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,248,1,0,6,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,7,19,2,8,2,0,0,2,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,14,2,0,23,0,0,0,0,0,0,0,2,0,19,0,0,295,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,272,9,5,0,0,23,13,0,21,30,7,0,0,3,0,0,0,0,0,0,0,0,0,2,1
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,57,0,0,19,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,0,2,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,7,0,29,0,3,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,105,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,96,13,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,3,0,0,16,33,3,0,3,1,13,2,0,1,0,0,1,0,0,0,0,0,0,0
