,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),46,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),10,632,30,1,21,3,0,5,2,1,0,3,0,1,0,4,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),0,22,666,4,24,12,0,7,1,0,0,0,0,0,0,4,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
Speed limit (60km/h),0,0,18,377,0,17,0,8,3,5,1,1,1,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,4,0,1,0,0,0,4
Speed limit (70km/h),0,10,5,4,570,9,0,8,22,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,4,0,0,0,0,0,1,1,1,1,1,1,5,0,6,3,0,1
Speed limit (80km/h),1,14,56,30,24,437,0,42,10,1,4,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
End of speed limit (80km/h),0,2,0,8,1,4,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,16
Speed limit (100km/h),0,0,0,16,15,28,0,312,72,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Speed limit (120km/h),1,2,2,6,9,7,1,25,366,1,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,18,0,0
No passing,0,0,0,7,0,0,0,0,0,438,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10
