,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),1,13,0,0,38,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),30,334,0,0,249,43,4,3,1,0,0,0,9,0,3,22,1,0,1,0,0,0,0,0,0,0,1,2,1,0,2,5,5,0,1,0,2,0,0,0,0,1,0
Speed limit (50km/h),10,168,0,0,391,106,0,0,12,0,0,0,14,0,0,22,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,3,4,1,1,0,8,2,0,0,1,0,0
Speed limit (60km/h),11,29,0,0,117,129,7,3,18,0,1,0,26,2,10,29,1,0,0,1,2,0,2,0,0,6,0,7,1,0,4,4,18,0,0,1,7,0,6,4,4,0,0
Speed limit (70km/h),22,106,0,0,174,146,12,0,33,0,1,0,28,2,15,28,2,2,0,0,2,0,0,0,0,0,0,7,0,0,1,4,16,2,3,0,20,0,4,27,2,1,0
Speed limit (80km/h),1,42,0,0,303,129,4,1,24,0,2,0,10,2,13,42,4,1,1,0,0,0,0,0,0,2,0,9,0,0,0,1,9,0,0,0,1,2,1,25,0,1,0
End of speed limit (80km/h),1,2,0,0,1,11,29,0,11,0,6,0,29,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,4,0,11,0,2,0,3,10,2,3,15
Speed limit (100km/h),3,81,0,0,83,120,4,4,25,0,6,0,42,0,2,24,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,18,1,7,6,8,1,1,4,3,0,0
Speed limit (120km/h),4,53,0,0,108,115,3,2,35,0,0,0,29,0,6,44,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,22,3,2,1,6,2,1,8,2,0,0
No passing,0,1,0,0,2,22,18,5,2,151,21,0,47,1,2,71,63,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,17,2,14,3,3,0,15,11,2,4,0
No passing for vehicles over 3.5 metric tons,2,7,0,0,17,115,8,5,21,0,282,0,42,4,8,24,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,9,10,14,3,2,2,36,2,8,1
Right-of-way at the next intersection,0,0,0,0,0,0,2,0,0,0,0,107,22,0,0,0,9,0,6,31,7,0,0,0,4,8,11,33,3,2,40,109,11,1,0,0,3,5,0,0,3,3,0
Priority road,2,2,0,0,5,65,54,0,0,0,2,0,375,30,38,11,0,0,0,0,8,0,0,0,1,0,1,2,1,0,4,4,27,16,12,0,0,0,7,0,0,11,12
Yield,1,0,0,0,1,21,3,0,3,0,0,0,26,615,0,26,0,1,1,0,2,0,0,1,0,8,0,0,0,1,1,0,4,2,0,0,0,0,2,1,0,0,0
Stop,3,0,0,0,1,15,2,0,0,0,0,0,16,0,192,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,8,0,1,0,0
No vehicles,1,16,0,0,47,5,1,0,0,0,0,0,10,0,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,0,1,0,0
Vehicles over 3.5 metric tons prohibited,1,1,0,0,9,24,0,1,4,0,0,0,3,1,1,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0
No entry,0,0,0,0,2,20,0,0,0,0,0,0,48,0,3,0,0,284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
General caution,1,1,0,0,0,1,8,0,2,0,0,0,29,1,14,2,0,0,125,2,44,0,1,3,6,4,13,48,0,2,23,12,25,0,1,0,6,0,9,5,0,2,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,1,0,1,20,1,0,0
Dangerous curve to the right,0,0,0,0,1,0,1,0,0,0,0,1,6,0,0,0,0,0,7,2,38,0,0,8,0,0,0,13,1,0,8,0,2,0,0,0,0,0,1,0,0,1,0
Double curve,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,2,0,92,0,0,5,0,2,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,9,33,0,0,44,4,0,0,4,0,2,1,11,1,0,0,0,0,0,1,28,0,1,0
Road narrows on the right,0,0,0,0,0,2,1,0,0,0,0,0,20,0,1,1,0,0,3,0,8,0,0,2,11,0,3,17,1,0,4,12,2,0,0,0,0,0,0,0,2,0,0
Road work,0,7,0,0,0,17,4,1,3,0,0,0,12,1,0,5,0,0,9,3,23,0,2,0,56,180,5,20,2,3,31,81,1,3,6,0,0,0,5,0,0,0,0
Traffic signals,0,0,0,0,0,0,1,0,0,0,0,2,11,1,2,0,0,0,73,0,14,0,17,0,1,3,14,12,0,0,18,0,4,0,0,0,0,1,6,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,10,0,0,0,2,1,0,30,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0
Children crossing,0,1,0,0,0,1,1,0,1,0,0,0,13,0,0,0,0,0,3,2,15,0,0,1,3,5,3,5,23,0,48,15,3,2,3,0,0,0,0,0,2,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,1,5,0,12,0,8,0,0,2,0,23,6,11,1,0,0,0,0,1,0,0,2,0,0
Beware of ice/snow,2,0,0,0,0,8,2,0,6,0,0,0,9,1,3,3,0,0,8,0,12,0,0,0,2,1,0,19,5,0,31,13,6,0,0,0,0,0,3,15,0,1,0
Wild animals crossing,1,0,0,0,0,4,1,0,11,0,0,0,7,0,0,1,0,0,0,0,29,0,0,0,1,4,0,8,1,2,8,140,5,1,0,0,0,0,1,44,1,0,0
End of all speed and passing limits,0,0,0,0,2,1,30,0,0,0,0,0,16,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Turn right ahead,1,0,1,0,0,4,2,0,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,109,28,2,0,0,0,18,0,0,0
Turn left ahead,0,0,0,0,0,2,1,0,0,0,1,0,22,0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,4,35,3,9,0,3,0,1,2,0
Ahead only,0,0,0,0,0,12,8,0,16,0,0,0,75,4,4,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,27,1,11,161,1,3,1,37,6,2,1
Go straight or right,1,3,0,0,4,0,2,0,0,0,0,0,29,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,2,2,58,0,1,0,0,0,0
Go straight or left,0,0,0,0,0,1,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,38,0,4,2,0,0
Keep right,1,0,0,0,0,3,9,0,3,0,1,0,230,5,20,2,0,6,0,2,8,0,6,4,2,4,0,2,0,0,0,2,30,5,6,0,35,1,264,35,3,1,0
Keep left,0,1,0,0,0,0,1,0,6,0,0,0,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,66,1,0,0
Roundabout mandatory,3,0,0,0,0,2,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,6,0,14,2,0,3,1,0,0
End of no passing,0,0,0,0,3,0,3,0,0,2,4,0,38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1
End of no passing by vehicles over 3.5 metric tons,0,0,0,0,0,1,5,0,0,0,29,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,36
