,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),41,1,0,0,9,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Speed limit (30km/h),11,647,24,2,7,15,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,2,0
Speed limit (50km/h),1,31,632,26,4,29,1,2,0,1,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,1,0,2,0,0,0,0,0,0,0,5
Speed limit (60km/h),0,0,1,356,0,65,0,2,3,1,6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,1,0,2,0,1,0,0,0,0,2,2
Speed limit (70km/h),2,14,25,4,541,42,0,8,6,1,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,5,0,1,0,1,0,0,0,1,0,0
Speed limit (80km/h),0,8,30,11,21,541,0,5,5,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
End of speed limit (80km/h),0,0,6,0,2,12,114,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,3,0
Speed limit (100km/h),0,3,8,5,10,43,0,355,16,0,1,0,1,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,0,0,2,13,17,0,45,353,9,4,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,0,2,1,0,0,0,0,424,1,0,0,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
