,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),44,3,0,0,4,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),27,617,23,1,14,7,0,15,6,2,0,1,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),0,13,690,12,6,15,2,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Speed limit (60km/h),0,0,9,334,1,93,0,3,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),24,14,12,4,572,2,0,8,2,3,2,0,0,0,0,4,0,0,1,0,0,1,0,1,0,5,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Speed limit (80km/h),0,12,38,7,5,501,3,45,10,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
End of speed limit (80km/h),2,0,2,0,3,16,114,1,2,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Speed limit (100km/h),6,6,6,1,12,15,0,358,34,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Speed limit (120km/h),3,0,3,1,10,22,0,16,377,0,0,1,0,0,0,2,4,0,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
No passing,0,0,0,1,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
No passing for vehicles over 3.5 metric tons,0,0,0,1,0,1,0,1,0,5,639,0,1,0,0,0,0,0,1,5,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,0,0,1,0,0,0,0,0,0,0,385,2,0,0,0,1,0,0,0,1,3,0,1,1,1,0,13,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0
Priority road,0,0,0,0,5,0,0,0,0,3,2,1,676,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yield,0,0,0,0,0,0,0,0,0,1,0,0,0,706,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
