,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),37,3,1,2,3,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),6,669,20,1,3,8,0,7,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),0,38,645,7,1,31,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,3,1,0,0,4,0,1,2,0,0,0,0,1,1,5,0,0,0
Speed limit (60km/h),0,2,12,378,0,47,1,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),0,29,7,5,537,26,0,22,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,0,0,1
Speed limit (80km/h),0,31,21,13,10,491,0,40,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,10
End of speed limit (80km/h),0,0,1,12,0,1,127,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
Speed limit (100km/h),0,1,1,9,2,14,0,388,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,2,2,8,0,4,0,21,393,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,2,1,1,0
No passing,0,0,13,0,0,2,0,0,1,453,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,2,1,0,0,0,5,0,0,627,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,3,0,0,1,2,4,0,0,1,0,0,1,0,2,1,0,4
Right-of-way at the next intersection,0,0,0,0,0,1,0,0,0,0,0,395,0,0,0,0,0,0,1,1,1,0,0,0,1,0,5,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,1,1,8,0,5,0,0,0,0,2,0,617,4,0,2,0,0,0,0,0,1,1,0,0,0,1,0,5,0,0,0,6,1,1,18,0,2,6,0,3,2,3
Yield,0,0,0,0,0,0,1,0,0,0,0,0,0,700,1,4,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,10,0,0,0,0
Stop,0,0,0,1,0,1,0,0,1,0,0,0,0,0,252,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,2,0,3,0,1,0,0,0,2,1,0,0,0
No vehicles,1,0,33,12,1,4,0,0,1,7,0,0,0,2,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No entry,0,0,0,1,0,0,0,0,1,0,0,0,2,1,3,0,0,336,0,1,0,3,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,6,0,0,0,0
General caution,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,272,1,1,2,3,0,7,0,13,16,28,8,2,0,0,0,0,1,7,0,8,0,14,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,10,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,60,0,0,9,0,0,0,0,5,6,4,0,0,0,0,0,0,0,1,0,0,0,0
Double curve,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,44,23,7,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,1,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,128,2,0,0,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,41,0,2,0,2,17,1,0,0,0,0,0,0,0,0,12,0,0,0
Road work,0,0,0,0,1,2,0,0,0,0,1,44,0,0,0,0,0,0,1,7,2,10,1,12,3,365,1,1,6,5,0,16,0,0,0,0,2,0,0,0,0,0,0
Traffic signals,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,1,8,144,0,5,3,0,1,1,0,0,0,0,0,2,1,0,0,0
Pedestrians,0,0,0,0,0,7,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,5,0,0,0,0,2,28,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0
