,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),25,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),8,561,68,0,62,3,0,1,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Speed limit (50km/h),1,145,512,9,44,23,5,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Speed limit (60km/h),1,5,13,304,11,85,0,15,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0
Speed limit (70km/h),5,10,7,5,598,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0
Speed limit (80km/h),0,80,249,71,31,161,1,16,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,1,2,0,1,0,0,0,7,0,0,0,0,0,0,0,1
End of speed limit (80km/h),0,1,5,5,0,11,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Speed limit (100km/h),1,17,46,4,24,8,0,280,53,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0
Speed limit (120km/h),5,18,12,7,65,1,0,46,262,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,1,9,0,0,2,1,0,0,0,0,0,0,0,1,1,7,2,0,1
No passing,1,5,10,44,0,12,0,12,1,344,16,0,9,0,0,7,5,0,0,0,0,0,0,1,1,2,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,2,0
No passing for vehicles over 3.5 metric tons,0,0,1,42,15,38,3,2,2,23,485,0,6,0,0,1,1,0,2,0,0,0,0,0,6,5,0,1,0,1,0,0,3,0,4,0,0,14,1,0,0,1,3
Right-of-way at the next intersection,0,2,3,0,0,1,0,4,1,12,0,285,2,0,0,0,7,0,0,3,8,0,0,0,0,4,1,14,34,1,23,0,1,0,0,0,0,0,0,0,0,14,0
Priority road,0,7,1,1,4,0,8,13,4,3,6,10,584,0,0,11,1,0,0,0,0,0,0,6,0,0,6,0,1,0,0,0,1,0,7,0,5,1,2,0,0,8,0
Yield,2,0,0,1,0,1,0,0,7,2,1,0,0,673,2,0,0,0,0,0,4,0,0,0,0,13,1,0,0,7,0,0,0,0,0,0,0,1,3,1,0,1,0
Stop,0,1,2,2,0,0,0,1,1,0,0,0,0,0,259,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No vehicles,2,4,6,3,6,2,0,5,3,1,0,0,3,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,41,4,1,0,25,0,0,0,0,0,0,0,0,0,2,0,0,268,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,11,0
General caution,1,10,0,1,16,1,0,6,13,0,2,0,0,0,0,0,0,1,230,2,14,0,0,1,3,3,10,35,19,1,5,3,0,0,0,0,0,4,1,0,3,5,0
Dangerous curve to the left,0,0,0,2,0,0,2,10,14,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,53,0,0,0,0,12,0,2,8,2,1,0,0,0,0,0,0,0,0,0,1,1,0
Double curve,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,22,0,19,4,3,0,5,0,6,6,11,0,0,1,0,0,1,0,0,0,1,0
Bumpy road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,112,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,16,1,5,1,4,0,6,1,0,0,0,0,0,0,0,1,0,11,1,0,68,6,3,0,0,5,4,12,3,0,0,1,0,0,0,0,0,0,1,0
Road narrows on the right,0,0,0,1,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,1,7,0,12,16,6,1,10,0,5,3,12,0,0,0,0,0,0,0,0,1,2,0
Road work,0,1,0,1,2,1,1,0,0,3,1,4,0,0,0,3,0,0,0,2,9,0,0,1,3,426,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,8,0
Traffic signals,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,4,0,2,3,73,12,2,1,1,0,0,0,0,0,0,0,1,0,0,8,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,32,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Children crossing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,3,0,3,120,2,11,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,6,70,1,1,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,1,0,0,1,1,0,0,0,1,2,4,2,1,0,0,0,0,0,0,0,6,3,0,1,5,21,0,0,7,12,74,6,0,0,0,0,0,1,0,0,0,1,0
Wild animals crossing,0,0,0,2,3,1,0,0,18,0,0,0,0,0,0,0,0,0,0,4,3,7,0,2,0,4,0,1,0,3,1,212,0,0,3,1,0,4,0,0,1,0,0
End of all speed and passing limits,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1
