,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),4,50,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),31,558,80,5,8,3,0,15,3,0,0,0,0,1,0,9,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),13,77,583,3,31,4,0,18,2,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),2,1,1,428,0,5,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Speed limit (70km/h),34,39,5,4,522,0,0,9,31,0,0,0,0,6,0,3,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Speed limit (80km/h),1,13,55,103,13,358,0,31,43,3,1,1,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,0,0,6,103,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,1,3,12
Speed limit (100km/h),0,15,7,14,0,10,0,359,35,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),23,5,8,17,14,13,0,39,328,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,3,26,13,1,0,1,0,427,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,8,5,1,0,3,0,0,620,1,0,4,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,5,0,0,0,0,0,1,0,0,0,352,0,0,0,0,1,0,4,0,0,0,0,11,1,0,0,7,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,1,12,1,0,0,0,0,0,2,4,1,613,1,0,5,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,20,0,0,12,1,0,13,0,0,0,0
Yield,0,1,0,3,1,0,0,0,1,1,1,1,0,698,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,263,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,6,7,0,23,0,0,0,1,1,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,52,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,0,2,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,311,1,2,0,1,4,5,8,22,14,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,13,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,13,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,4,0,19,0,4,7,1,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,0,13
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,0,1,2,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,4,0,1,79,15,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0
