,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),41,10,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),6,635,55,0,4,2,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),0,16,714,4,1,4,1,1,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Speed limit (60km/h),0,0,5,403,0,21,0,3,0,1,4,1,0,2,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),7,11,18,3,552,4,0,16,38,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0
Speed limit (80km/h),0,6,72,7,2,508,0,19,7,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,0,0,7,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,2,5,0
Speed limit (100km/h),0,1,2,0,0,34,0,388,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,0,0,4,1,12,0,15,411,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
No passing,0,0,0,11,0,0,0,0,0,466,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,2,0,1,0,0,1,1,643,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0
Right-of-way at the next intersection,0,1,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,5,2,2,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Priority road,0,2,1,0,3,0,0,0,0,1,8,2,627,6,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,3,2,1,0,0,0,1,0,21,0,1,5,0
Yield,0,0,0,0,0,0,0,0,0,0,1,0,0,716,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,3,0,0,264,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,10,0,0,0,0,0,0,5,0,0,0,1,0,188,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,0,0,345,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,1,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,1,300,0,3,6,7,0,2,17,20,11,6,5,0,3,0,0,0,0,0,0,0,0,2,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,11,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
