,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),39,8,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),1,635,31,0,38,2,0,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
Speed limit (50km/h),2,27,686,11,8,6,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,0,1,422,1,13,0,0,0,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0
Speed limit (70km/h),1,11,3,3,597,7,1,9,19,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0
Speed limit (80km/h),0,17,16,36,8,497,1,30,8,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,1,0,1
End of speed limit (80km/h),0,1,2,1,0,0,126,1,4,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2
Speed limit (100km/h),1,3,4,6,0,18,0,357,59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),1,0,0,1,5,3,0,16,404,1,1,0,0,1,0,1,1,0,0,0,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
No passing,0,0,0,12,0,0,0,0,0,455,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
No passing for vehicles over 3.5 metric tons,0,0,0,2,0,0,0,0,1,0,639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,9
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,0,0,392,2,0,3,0,1,1,1,1,0,0,0,1,0,11,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,1,1,0,2,0,2,0,0,0,0,2,660,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,12,0,0,1,0,0,0,0,0,2,1
Yield,1,0,1,0,0,0,0,0,0,0,0,1,1,711,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Stop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,1,2,1,0,4,0,0,0,0,2,0,0,0,6,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,0,0,348,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,1,0,0,0,0,1,0,0,0,1,3,8,0,0,0,0,0,1,294,0,1,1,1,0,3,10,18,14,16,0,2,2,0,0,0,3,0,0,0,8,2,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,2,0,0,0,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,62,0,1,0,5,0,0,0,2,0,8,0,0,0,0,0,0,0,0,6,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,116,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,136,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,1,0,1,44,3,6,4,1,17,3,0,0,0,0,0,0,0,1,0,0,0,0
Road work,0,0,0,0,0,1,0,0,3,0,0,16,1,3,0,2,0,0,2,0,0,3,0,0,0,428,0,12,0,1,4,0,0,0,0,0,0,0,2,2,0,0,0
