,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),15,38,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),29,589,80,0,7,2,0,1,4,0,0,0,0,1,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),1,44,641,3,25,22,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,1,0,377,1,59,0,1,1,2,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Speed limit (70km/h),15,35,8,1,553,12,0,3,9,2,0,0,0,3,0,8,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
Speed limit (80km/h),0,7,31,7,4,547,0,8,9,0,3,0,0,0,0,6,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,0,0,15,108,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,8
Speed limit (100km/h),0,6,8,12,2,71,0,318,26,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),12,5,12,1,24,46,0,9,331,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No passing,0,2,0,26,0,2,0,0,0,442,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,2,1,6,0,3,0,1,633,0,1,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,1,1,394,0,0,0,0,2,0,0,0,0,0,0,7,0,0,1,3,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,9,2,0,7,0,0,0,3,4,0,29,591,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,2,30,0,4,0,0,0,0
Yield,0,0,0,1,0,0,0,0,0,1,1,0,0,704,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0
Stop,0,0,2,0,0,0,0,0,0,0,0,0,0,0,260,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,4,3,0,9,2,0,0,3,0,0,0,0,0,0,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,6,1,0,0,25,4,0,0,10,2,0,0,0,0,11,0,0,293,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
General caution,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,1,0,281,12,3,3,0,4,11,0,22,25,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,61,0,0,1,0,0,3,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,31,14,22,4,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,99,1,1,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,2,0,95,24,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,3,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,10,0,0,0,0,4,50,0,1,3,0,8,1,1,0,0,0,0,0,1,0,0,0,0,1
Road work,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,28,1,2,0,0,29,25,338,0,9,13,2,1,3,0,0,0,0,0,0,0,3,0,1,0
Traffic signals,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,9,0,0,0,0,0,0,1,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,21,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,2,2,0,0,129,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,5,0,0,4,54,0,1,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,1,1,1,0,0,0,0,8,0,1,0,0,0,0,1,0,6,0,0,7,4,0,1,0,19,0,67,32,0,0,0,0,0,1,0,0,0,0,0
Wild animals crossing,0,0,0,5,0,1,0,0,4,0,2,1,0,0,0,0,0,0,8,1,11,3,0,5,1,0,0,0,0,2,1,217,0,0,0,0,0,0,0,7,1,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,11,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,185,0,0,8,0,4,0,0,4,4
Turn left ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,2,0,4,0,0,0,0
Ahead only,0,0,0,12,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,364,1,1,1,0,0,0,0
Go straight or right,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,100,0,16,0,0,0,0
Go straight or left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,2,4,1,0,0
Keep right,0,0,2,7,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,7,3,642,5,3,0,0
Keep left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,85,1,0,0
