,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),42,9,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),10,634,25,1,11,7,0,11,6,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
Speed limit (50km/h),0,31,660,2,15,6,1,6,4,1,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Speed limit (60km/h),0,0,0,404,0,30,1,4,1,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Speed limit (70km/h),4,55,11,8,496,8,0,14,49,3,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0
Speed limit (80km/h),0,14,56,38,2,471,0,25,17,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
End of speed limit (80km/h),0,1,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,0,0,1,29
Speed limit (100km/h),1,3,6,11,1,28,0,350,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),4,2,1,3,1,21,0,24,387,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
No passing,0,0,0,17,0,0,0,0,0,437,15,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0
No passing for vehicles over 3.5 metric tons,1,0,0,19,1,3,0,0,0,4,620,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0
Right-of-way at the next intersection,0,0,0,1,0,0,0,3,0,0,0,364,1,0,0,3,2,0,0,0,2,2,0,2,1,1,16,5,0,1,11,1,0,0,0,0,0,0,0,0,1,1,2
Priority road,0,0,1,0,1,0,0,0,0,0,0,1,656,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,17,0,0,0,0,3,0
Yield,0,1,3,3,0,1,0,1,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,2,3,8,1,13,0,0,0,0,4,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
No entry,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0
General caution,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,267,0,4,2,1,6,33,8,11,15,3,0,18,16,0,0,0,1,0,0,0,0,0,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,54,0,1,10,0,0,0,0,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,36,0,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20,4
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,92,4,1,1,0,0,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,0,103,3,1,1,0,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,66,2,3,1,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0
Road work,0,0,1,1,0,0,0,1,0,1,0,13,0,0,0,0,0,0,4,9,0,0,0,15,4,409,4,0,4,4,3,5,0,0,0,0,2,0,0,0,0,0,0
Traffic signals,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,0,1,0,0,1,159,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,1,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,5,0,0,0,114,15,9,0,0,0,0,0,0,0,0,0,1,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,0,0,75,0,3,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,0,0,0,0,1,0,1,9,2,0,0,0,0,0,0,0,14,0,0,5,2,2,0,0,10,0,99,4,0,0,0,1,0,0,0,0,0,0,0
Wild animals crossing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,257,0,0,0,0,0,0,0,1,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0
Turn left ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,1,0,0
