,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),29,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),0,688,21,1,2,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (50km/h),0,29,698,3,3,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),0,0,0,411,0,33,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (70km/h),1,43,8,3,582,5,0,6,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (80km/h),0,9,26,21,6,545,0,5,12,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,5,0,16,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,2
Speed limit (100km/h),0,1,3,3,3,19,0,382,33,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),1,1,1,1,8,6,0,6,421,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
No passing,0,0,0,13,0,0,0,0,0,462,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,2,1,2,0,2,1,0,644,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Right-of-way at the next intersection,0,2,0,0,0,0,0,0,0,0,0,387,0,0,0,1,0,0,1,0,0,0,0,3,4,1,0,8,4,0,8,0,1,0,0,0,0,0,0,0,0,0,0
Priority road,0,2,9,1,0,0,0,0,0,0,0,0,661,0,1,11,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yield,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,0,2,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,319,0,2,0,0,10,7,2,8,20,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,12,0,0,0,15,0,41,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,107,0,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137,0,3,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,0,0,0,3,59,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Road work,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,0,0,7,5,1,0,0,0,0,419,2,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Traffic signals,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,171,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,0,129,4,7,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,7,4,0,0,0,8,7,108,7,0,0,0,0,0,0,0,0,0,0,0
Wild animals crossing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,5,0,1,1,0,0,6,1,244,0,0,0,0,0,0,0,0,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,1,0,0,1,0,0,0
Turn left ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,2,0,0,0,0
Ahead only,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,373,0,0,0,3,0,3,0
Go straight or right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0
Go straight or left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0
Keep right,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,671,1,1,2,0
Keep left,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,87,0,0,0
Roundabout mandatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,88,0,0
End of no passing,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,52,0
End of no passing by vehicles over 3.5 metric tons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,84
