,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),55,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Speed limit (30km/h),5,629,22,0,39,13,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0
Speed limit (50km/h),0,21,672,5,27,16,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0
Speed limit (60km/h),0,0,2,388,0,44,3,3,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
Speed limit (70km/h),1,15,1,7,604,9,0,1,7,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
Speed limit (80km/h),0,10,28,18,9,549,1,0,6,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,0,0,10,4,6,123,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
Speed limit (100km/h),1,2,1,5,3,70,1,340,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Speed limit (120km/h),3,0,0,4,28,25,0,20,365,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No passing,0,0,1,27,0,0,0,0,0,444,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,1,4,1,7,3,1,0,5,606,3,6,0,0,0,0,0,0,2,0,0,0,0,0,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
Right-of-way at the next intersection,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,2,0,0,8,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
Priority road,0,0,0,1,2,1,2,0,0,0,0,3,656,3,0,10,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0
Yield,0,0,1,1,0,1,0,0,0,1,0,0,0,697,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,13,0,0,0,0,1,0
Stop,0,0,0,4,0,0,0,0,0,0,0,0,0,0,263,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,4,0,2,0,0,0,0,0,0,1,2,0,1,0,0,346,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
General caution,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,293,3,0,14,1,0,7,8,20,20,1,0,4,4,1,0,0,0,0,4,1,1,2,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,63,0,6,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,98,0,1,0,9,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,3,0,113,2,0,0,0,0,0,15,4,0,0,0,0,0,3,0,0,0,0,0
Road narrows on the right,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,2,0,1,62,1,3,1,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0
Road work,0,0,0,0,1,0,0,0,0,8,0,15,0,2,0,0,0,0,4,0,3,0,0,0,0,426,0,8,2,0,8,1,0,0,1,0,1,0,0,0,0,0,0
Traffic signals,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,2,0,5,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0,1,130,1,9,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,83,1,0,0,0,1,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,1,2,1,0,2,1,0,0,2,3,1,114,6,0,0,0,0,0,3,0,0,0,0,0
Wild animals crossing,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,3,4,1,2,0,1,0,0,0,0,0,1,0,249,0,0,0,0,3,0,0,1,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
Turn right ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,1,9,0,0,0,0,0,0
Turn left ahead,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
Ahead only,2,0,0,2,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,22,1,0,0,0,2,0
Go straight or right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
Go straight or left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0
Keep right,0,3,12,6,7,10,0,0,0,2,0,1,1,4,0,3,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,1,1,31,1,595,0,5,0,0
Keep left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,77,0,0,0
Roundabout mandatory,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6
End of no passing,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,47,0
End of no passing by vehicles over 3.5 metric tons,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,73
