,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),52,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),35,556,42,0,38,17,3,2,4,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,2,0,4,0,0,0,1,0,1,0,0
Speed limit (50km/h),3,24,591,43,9,32,4,1,4,0,0,1,2,0,0,14,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,9,2,0,0,0,0,0,2,0,1
Speed limit (60km/h),0,2,1,343,0,87,0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
Speed limit (70km/h),0,1,8,10,559,28,0,2,39,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0
Speed limit (80km/h),1,42,29,87,7,420,3,13,14,0,0,0,0,0,1,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0
End of speed limit (80km/h),0,1,2,2,0,8,125,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Speed limit (100km/h),1,1,1,8,2,17,0,341,76,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),0,0,0,1,2,13,0,14,400,0,0,0,0,1,6,1,0,0,0,0,4,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
No passing,0,0,0,3,0,1,0,0,0,433,11,0,0,0,1,9,9,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
No passing for vehicles over 3.5 metric tons,0,0,1,5,1,3,1,2,25,4,581,0,0,0,0,0,1,1,0,0,4,0,0,5,1,10,2,0,0,2,6,1,0,2,1,0,1,0,0,0,0,0,0
