,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),35,3,1,0,9,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),10,589,36,3,56,16,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Speed limit (50km/h),3,35,614,17,21,30,0,0,5,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,3,0,0,2,1,0
Speed limit (60km/h),0,2,3,328,0,91,2,0,8,0,1,0,1,0,2,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Speed limit (70km/h),3,23,5,7,555,19,0,0,8,0,6,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,4,0,1,0,0,0
Speed limit (80km/h),2,14,33,62,16,458,0,4,24,0,4,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
End of speed limit (80km/h),0,0,0,13,3,1,124,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Speed limit (100km/h),0,2,6,2,8,32,0,319,61,0,8,0,0,0,1,4,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
Speed limit (120km/h),0,1,0,4,0,3,0,22,401,0,0,0,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
No passing,0,0,3,11,0,14,0,0,8,391,23,0,0,0,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
No passing for vehicles over 3.5 metric tons,0,0,1,3,4,13,0,0,5,0,618,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,1
Right-of-way at the next intersection,0,0,0,0,0,0,0,1,0,0,1,393,1,0,0,0,4,0,0,2,1,0,0,0,1,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Priority road,0,1,4,1,0,11,0,0,3,2,9,4,621,4,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,1,6,1,0,0,13,0,0,0,1,1,0
Yield,0,0,0,0,0,4,0,0,0,0,0,0,1,700,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,1,0,0,0,0
Stop,0,0,0,0,0,1,0,0,1,0,0,0,0,0,263,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,1,11,4,1,0,0,4,4,0,0,0,0,2,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27,1,0,293,19,0,4,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,1,0,0,0
General caution,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,248,2,2,0,1,0,3,0,73,30,1,1,0,24,0,0,0,0,0,0,1,0,0,1,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1,1,55,0,2,6,2,2,4,2,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,2,17,0,37,1,5,0,0,4,1,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,1,1,0,6,0,0,1,1,0,2,0,0,0,0,1,0,0,10,1,7,0,103,0,1,0,0,0,4,0,9,0,0,2,0,0,0,0,0,0,0,0
Road narrows on the right,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,64,0,0,4,0,4,2,6,0,0,0,0,0,1,0,0,0,0,0
Road work,0,0,0,0,0,0,0,0,0,5,7,16,0,12,0,0,0,0,10,0,1,1,4,3,0,390,2,15,1,0,1,11,0,0,0,0,0,0,0,1,0,0,0
Traffic signals,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,1,1,150,5,0,2,0,11,0,0,0,0,0,0,0,0,1,0,0
Pedestrians,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,1,0,10,0,0,1,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,94,24,14,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,5,0,0,0,1,0,0,8,7,0,0,0,0,0,61,2,2,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,0,0,0,0,3,0,1,19,1,0,1,0,0,0,0,7,13,7,7,3,4,1,0,1,2,7,56,16,0,1,0,0,0,0,0,0,0,0,0
Wild animals crossing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,1,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,1,0
Turn right ahead,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0
