,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),35,13,4,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),9,595,75,2,10,5,0,5,4,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
Speed limit (50km/h),0,33,670,3,4,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,2,0,0,2,0,0
Speed limit (60km/h),0,2,11,297,0,118,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,3,0,0,4,0,0,0,0,0,1,0,1,0,0
Speed limit (70km/h),9,19,51,3,509,14,0,8,20,1,1,0,0,1,0,0,0,0,3,0,2,6,2,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,1,3,0,0
Speed limit (80km/h),2,2,78,9,2,486,0,12,20,0,2,0,0,2,1,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
End of speed limit (80km/h),0,0,0,0,1,0,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,41,0,0,0,0,0,1,0,2,0,4
Speed limit (100km/h),0,26,15,4,5,42,0,316,36,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Speed limit (120km/h),11,25,8,10,14,18,0,28,323,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0
No passing,0,0,8,7,0,1,0,7,0,436,3,0,3,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
