,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),17,27,6,1,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),12,563,91,2,17,7,0,10,5,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Speed limit (50km/h),4,36,624,1,29,29,0,9,0,0,0,0,0,2,0,9,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (60km/h),1,2,1,334,0,91,1,1,8,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Speed limit (70km/h),15,35,12,7,514,10,0,4,36,0,0,0,0,2,0,3,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Speed limit (80km/h),0,10,51,24,18,473,0,25,20,1,1,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
End of speed limit (80km/h),0,1,0,0,0,21,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,2,0,4,14
Speed limit (100km/h),0,4,4,10,0,60,0,306,56,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),3,5,9,4,15,17,0,14,376,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No passing,0,0,1,16,0,0,0,0,0,456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,1,1,3,0,3,0,1,628,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0
Right-of-way at the next intersection,0,0,1,0,0,0,0,1,0,0,0,333,0,1,0,2,2,0,3,1,0,7,0,9,2,2,0,13,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0
Priority road,0,0,2,0,1,0,0,0,0,0,1,0,631,1,5,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,18,0,0,7,1
Yield,0,0,2,1,0,0,0,0,2,1,3,0,0,705,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No vehicles,0,0,8,2,6,0,0,0,1,3,0,0,0,2,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vehicles over 3.5 metric tons prohibited,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No entry,0,2,7,0,17,0,0,2,0,0,0,0,1,15,25,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General caution,1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,281,13,4,0,0,0,10,18,17,15,7,0,5,12,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,8,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,60,0,0,4,0,0,0,0,11,1,4,3,1,0,0,0,0,0,0,0,0,0,0
Double curve,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,6,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,27
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103,3,5,1,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Slippery road,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5,1,1,0,95,9,6,0,0,1,0,19,8,0,0,0,0,0,0,0,0,0,0,0
Road narrows on the right,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,13,6,0,0,0,3,54,4,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Road work,0,1,2,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,13,4,0,0,0,19,2,382,3,3,20,2,11,7,0,0,0,0,0,0,0,1,0,0,0
Traffic signals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,172,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedestrians,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children crossing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,9,1,7,0,0,117,5,4,0,0,0,0,0,0,0,0,0,0,0,0
Bicycles crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,20,0,0,2,43,0,19,0,0,0,0,0,0,0,0,0,0,0
Beware of ice/snow,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,1,0,11,10,3,1,0,31,0,66,15,0,0,1,0,0,0,0,0,0,0,0
Wild animals crossing,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,10,2,0,5,3,5,0,0,1,9,1,229,0,0,0,0,0,0,0,0,0,0,0
End of all speed and passing limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
