,Speed limit (20km/h),Speed limit (30km/h),Speed limit (50km/h),Speed limit (60km/h),Speed limit (70km/h),Speed limit (80km/h),End of speed limit (80km/h),Speed limit (100km/h),Speed limit (120km/h),No passing,No passing for vehicles over 3.5 metric tons,Right-of-way at the next intersection,Priority road,Yield,Stop,No vehicles,Vehicles over 3.5 metric tons prohibited,No entry,General caution,Dangerous curve to the left,Dangerous curve to the right,Double curve,Bumpy road,Slippery road,Road narrows on the right,Road work,Traffic signals,Pedestrians,Children crossing,Bicycles crossing,Beware of ice/snow,Wild animals crossing,End of all speed and passing limits,Turn right ahead,Turn left ahead,Ahead only,Go straight or right,Go straight or left,Keep right,Keep left,Roundabout mandatory,End of no passing,End of no passing by vehicles over 3.5 metric tons
Speed limit (20km/h),34,12,0,0,1,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (30km/h),2,662,2,1,6,27,1,3,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
Speed limit (50km/h),0,135,530,21,1,35,0,5,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,2
Speed limit (60km/h),0,0,2,347,0,88,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
Speed limit (70km/h),0,67,3,2,550,18,0,7,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Speed limit (80km/h),0,19,5,3,9,565,0,20,1,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
End of speed limit (80km/h),0,1,0,2,1,7,105,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,24
Speed limit (100km/h),0,17,1,2,13,24,0,382,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed limit (120km/h),2,1,1,4,12,16,0,21,383,0,1,1,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No passing,0,0,0,3,0,1,0,0,0,419,37,0,0,0,0,1,0,11,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
No passing for vehicles over 3.5 metric tons,0,0,0,0,0,0,0,0,3,0,652,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Right-of-way at the next intersection,0,2,0,0,1,1,0,0,0,1,3,361,0,0,0,1,0,0,2,0,0,5,0,10,6,0,0,1,1,1,19,1,1,0,0,0,0,0,2,0,0,1,0
Priority road,0,5,0,5,0,3,2,11,5,1,0,2,594,0,1,18,0,3,0,0,1,1,0,2,0,0,0,0,2,2,2,0,3,1,0,0,10,0,1,0,1,8,6
Yield,0,1,1,0,0,1,0,0,10,0,0,0,0,701,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Stop,0,1,1,2,0,1,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No vehicles,0,7,2,7,3,10,0,1,1,0,0,0,0,0,0,176,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Vehicles over 3.5 metric tons prohibited,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No entry,0,1,0,0,0,0,4,6,0,3,0,0,0,0,1,0,1,332,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
General caution,0,4,0,2,1,0,0,0,0,2,2,2,2,0,0,1,0,0,264,0,2,0,2,13,18,9,18,5,1,6,3,3,0,1,0,4,0,3,1,2,0,18,1
Dangerous curve to the left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,15,0,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Dangerous curve to the right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,5,0,0,0,0,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0
Double curve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,25,4,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,3,0
Bumpy road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0
Slippery road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135,3,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0
